langs,neighbour,i
Shatt,Mandari,10
Shekkacho,Gaam,1
Shekkacho,Sidamo,2
Shekkacho,Tangale,3
Shekkacho,Chadian Arabic,4
Shekkacho,Limbu,5
Shekkacho,Lega-Shabunda,6
Shekkacho,Bondo,7
Shekkacho,Liberia Kpelle,8
Shekkacho,Tuvinian,9
Shekkacho,Chantyal,10
Shilluk,Talinga-Bwisi,1
Shilluk,Chung,2
Shilluk,Gungu,3
Shilluk,Shatt,4
Shilluk,Ncane-Mungong,5
Shilluk,Belanda Bor,6
Shilluk,Bongo,7
Shilluk,Nyole,8
Shilluk,Reel,9
Shilluk,Mandari,10
Shona,Ndonga,1
Shona,Luo,2
Shona,Zulu,3
Shona,Venda,4
Shona,Kamba,5
Shona,Biatah Bidayuh,6
Shona,Tswana,7
Shona,Xhosa,8
Shona,Lozi,9
Shona,Baram Kayan,10
Shoshoni,Upper Chehalis,1
Shoshoni,Tonkawa,2
Shoshoni,Cahuilla,3
Shoshoni,Havasupai-Walapai-Yavapai,4
Shoshoni,Koasati,5
Shoshoni,Atakapa,6
Shoshoni,Northwest Sahaptin,7
Shoshoni,Creek,8
Shoshoni,Alabama,9
Shoshoni,Comanche,10
Sicilian,Eastern Armenian,1
Sicilian,Georgian,2
Sicilian,Portuguese,3
Sicilian,Serbian-Croatian-Bosnian,4
Sicilian,Slovak,5
Sicilian,Eastern Yiddish,6
Sicilian,Western Flemish,7
Sicilian,Galician,8
Sicilian,Latin American Spanish,9
Sicilian,Spanish,10
Sidamo,Karamojong,1
Sidamo,Iraqw,2
Sidamo,Ha,3
Sidamo,Southwestern Dinka,4
Sidamo,West Central Oromo,5
Sidamo,Pulaar,6
Sidamo,Shekkacho,7
Sidamo,Beja,8
Sidamo,Gaam,9
Sidamo,Chadian Arabic,10
Sie,Vurës,1
Sie,Paama,2
Sie,Lenakel,3
Sie,Mele-Fila,4
Sie,Cheke Holo,5
Sie,Nafsan,6
Sie,To'abaita,7
Sie,Äiwoo,8
Sie,Kwamera,9
Sie,Teop,10
Sinaugoro,Misima-Paneati,1
Sinaugoro,Grass Koiari,2
Sinaugoro,Talise,3
Sinaugoro,Fuyug,4
Sinaugoro,Kómnjo,5
Sinaugoro,Doromu-Koki,6
Sinaugoro,Ata,7
Sinaugoro,Mali,8
Sinaugoro,Lenakel,9
Sinaugoro,Äiwoo,10
Sindhi,Urdu,1
Sindhi,Hindustani,2
Sindhi,Eastern Panjabi,3
Sindhi,Northern Pashto,4
Sindhi,Hindi,5
Sindhi,Western Farsi,6
Sindhi,Telugu,7
Sindhi,Malayalam,8
Sindhi,Southern Hindko,9
Sindhi,Tulu,10
Singlish,Brazilian Portuguese,1
Singlish,Caló,2
Singlish,Wolof,3
Singlish,Bislama,4
Singlish,Moroccan Arabic,5
Singlish,Levantine Arabic,6
Singlish,Essex,7
Singlish,Swahili,8
Singlish,Devon,9
Singlish,Mexican Spanish,10
Sinhala,Sanskrit,1
Sinhala,Kannada,2
Sinhala,Tamil,3
Sinhala,Telugu,4
Sinhala,Pali,5
Sinhala,Malayalam,6
Sinhala,Bengali,7
Sinhala,Marathi,8
Sinhala,Hindi,9
Sinhala,Maithili,10
Slovak,Upper Sorbian,1
Slovak,Serbian-Croatian-Bosnian,2
Slovak,Slovenian,3
Slovak,Hungarian,4
Slovak,Lithuanian,5
Slovak,Georgian,6
Slovak,Polish,7
Slovak,Russian,8
Slovak,Eastern Yiddish,9
Slovak,Ukrainian,10
Slovenian,Serbian-Croatian-Bosnian,1
Slovenian,Hungarian,2
Slovenian,Upper Sorbian,3
Slovenian,Slovak,4
Slovenian,Danish,5
Slovenian,Polish,6
Slovenian,Russian,7
Slovenian,Afrikaans,8
Slovenian,Moselle Franconian,9
Slovenian,Eastern Yiddish,10
Somali,Chadian Arabic,1
Somali,Hausa,2
Somali,Central Kurdish,3
Somali,Gaam,4
Somali,Central Kanuri,5
Somali,Kipsigis,6
Somali,Northern Tosk Albanian,7
Somali,Tigrinya,8
Somali,Swati,9
Somali,Karamojong,10
Sora,Bondo,1
Sora,Mundari,2
Sora,Rabha,3
Sora,Ho,4
Sora,Lepcha,5
Sora,Kurukh,6
Sora,Mahasu Pahari,7
Sora,Manda,8
Sora,Southern Jinghpaw,9
Sora,Santali,10
South Yorkshire English,Sussex,1
South Yorkshire English,Scots,2
South Yorkshire English,Essex,3
South Yorkshire English,Devon,4
South Yorkshire English,Wiltshire-Hampshire,5
South Yorkshire English,Ulster,6
South Yorkshire English,Pennsylvania German,7
South Yorkshire English,Midland American English,8
South Yorkshire English,Sundanese,9
South Yorkshire English,Icelandic,10
South-Central Koongo,Bobangi,1
South-Central Koongo,Ndau,2
South-Central Koongo,Kuanyama,3
South-Central Koongo,Central Carrier,4
South-Central Koongo,Kinshasa Lingala,5
South-Central Koongo,Lamba,6
South-Central Koongo,Herero,7
South-Central Koongo,Didinga,8
South-Central Koongo,Samoan,9
South-Central Koongo,Mizo,10
Southeast Ambrym,Lenakel,1
Southeast Ambrym,Kwamera,2
Southeast Ambrym,Dakaka,3
Southeast Ambrym,Sie,4
Southeast Ambrym,Mele-Fila,5
Southeast Ambrym,Aneityum,6
Southeast Ambrym,Futuna-Aniwa,7
Southeast Ambrym,Paama,8
Southeast Ambrym,Nafsan,9
Southeast Ambrym,Vurës,10
Southern Cook Island Maori,Tokelau,1
Southern Cook Island Maori,Niuean,2
Southern Cook Island Maori,Äiwoo,3
Southern Cook Island Maori,Paama,4
Southern Cook Island Maori,Muna,5
Southern Cook Island Maori,Talise,6
Southern Cook Island Maori,Cheke Holo,7
Southern Cook Island Maori,Mali,8
Southern Cook Island Maori,To'abaita,9
Southern Cook Island Maori,Yogad,10
Southern Hindko,Eastern Panjabi,1
Southern Hindko,Kinyarwanda,2
Southern Hindko,Sindhi,3
Southern Hindko,Hindi,4
Southern Hindko,Northern Pashto,5
Southern Hindko,Sicilian,6
Southern Hindko,Nepali,7
Southern Hindko,Turkana,8
Southern Hindko,Georgian,9
Southern Hindko,Central Kurdish,10
Southern Jinghpaw,Lepcha,1
Southern Jinghpaw,Mizo,2
Southern Jinghpaw,Shan,3
Southern Jinghpaw,S'gaw Karen,4
Southern Jinghpaw,Mising-Padam-Miri-Minyong,5
Southern Jinghpaw,Mara Chin,6
Southern Jinghpaw,Ao Naga,7
Southern Jinghpaw,Yao,8
Southern Jinghpaw,Mon,9
Southern Jinghpaw,Dimasa,10
Southern Sotho,Lozi,1
Southern Sotho,Tswana,2
Southern Sotho,Ha,3
Southern Sotho,Xhosa,4
Southern Sotho,Ganda,5
Southern Sotho,Karamojong,6
Southern Sotho,Ndonga,7
Southern Sotho,Venda,8
Southern Sotho,Mbukushu,9
Southern Sotho,Ndau,10
Southwestern Dinka,Karamojong,1
Southwestern Dinka,Nuer,2
Southwestern Dinka,Iraqw,3
Southwestern Dinka,Sidamo,4
Southwestern Dinka,Nandi,5
Southwestern Dinka,Ndau,6
Southwestern Dinka,Luo,7
Southwestern Dinka,Kxoe,8
Southwestern Dinka,Ha,9
Southwestern Dinka,Pulaar,10
Spanish,French,1
Spanish,Italian,2
Spanish,Polish,3
Spanish,Latin American Spanish,4
Spanish,Dutch,5
Spanish,Danish,6
Spanish,Afrikaans,7
Spanish,German,8
Spanish,Portuguese,9
Spanish,Hungarian,10
Squamish,Bella Coola,1
Squamish,Upper Chehalis,2
Squamish,Kwak'wala,3
Squamish,Eastern Ojibwa,4
Squamish,Haisla,5
Squamish,Northwest Sahaptin,6
Squamish,Aleut,7
Squamish,North Alaskan Inupiatun,8
Squamish,Cahuilla,9
Squamish,Yámana,10
Standard Arabic,Modern Hebrew,1
Standard Arabic,Egyptian Arabic,2
Standard Arabic,Western Farsi,3
Standard Arabic,Turkish,4
Standard Arabic,Eastern Armenian,5
Standard Arabic,Classical Syriac,6
Standard Arabic,Geez,7
Standard Arabic,Latin,8
Standard Arabic,Northern Pashto,9
Standard Arabic,Tamambo,10
Standard Indonesian,Vietnamese,1
Standard Indonesian,Estonian,2
Standard Indonesian,Romanian,3
Standard Indonesian,Filipino,4
Standard Indonesian,Burmese,5
Standard Indonesian,Korean,6
Standard Indonesian,Japanese,7
Standard Indonesian,Central Khmer,8
Standard Indonesian,Northern Uzbek,9
Standard Indonesian,Nepali,10
Standard Malay,Thai,1
Standard Malay,Iban,2
Standard Malay,Burmese,3
Standard Malay,Standard Indonesian,4
Standard Malay,Maori,5
Standard Malay,Trinidadian Creole English,6
Standard Malay,Swahili,7
Standard Malay,Biatah Bidayuh,8
Standard Malay,Baba Malay,9
Standard Malay,Balinese,10
Suau,Lonwolwol,1
Suau,Yandruwandha,2
Suau,Grass Koiari,3
Suau,Atayal,4
Suau,Tiwi,5
Suau,Sursurunga,6
Suau,Doromu-Koki,7
Suau,Daakie,8
Suau,Paama,9
Suau,Äiwoo,10
Sudanese Arabic,Haitian,1
Sudanese Arabic,Kinshasa Lingala,2
Sudanese Arabic,Chadian Arabic,3
Sudanese Arabic,Tok Pisin,4
Sudanese Arabic,Moroccan Arabic,5
Sudanese Arabic,Meskwaki,6
Sudanese Arabic,Media Lengua,7
Sudanese Arabic,Adyghe,8
Sudanese Arabic,Thompson,9
Sudanese Arabic,Tuvinian,10
Sumerian,Akkadian,1
Sumerian,Egyptian,2
Sumerian,Assyrian Neo-Aramaic,3
Sumerian,Sabaic,4
Sumerian,Old Khmer,5
Sumerian,Judeo-Yemeni Arabic,6
Sumerian,Leh Ladakhi,7
Sumerian,Ancient Hebrew,8
Sumerian,Jewish Babylonian Aramaic,9
Sumerian,Western Parbate Kham,10
Sundanese,Ao Naga,1
Sundanese,Kurukh,2
Sundanese,Tuwali Ifugao,3
Sundanese,Ho,4
Sundanese,Plateau Malagasy,5
Sundanese,S'gaw Karen,6
Sundanese,Fijian,7
Sundanese,Nyanja,8
Sundanese,Nancowry,9
Sundanese,Hidatsa,10
Sursurunga,To'abaita,1
Sursurunga,Nafsan,2
Sursurunga,Tboli,3
Sursurunga,Äiwoo,4
Sursurunga,Mali,5
Sursurunga,Lenakel,6
Sursurunga,Doromu-Koki,7
Sursurunga,Cheke Holo,8
Sursurunga,Grass Koiari,9
Sursurunga,Paama,10
Sussex,South Yorkshire English,1
Sussex,Scots,2
Sussex,Wiltshire-Hampshire,3
Sussex,Devon,4
Sussex,Essex,5
Sussex,Ulster,6
Sussex,Pennsylvania German,7
Sussex,Sundanese,8
Sussex,Trinidadian Creole English,9
Sussex,Midland American English,10
Swahili,Estonian,1
Swahili,Hausa,2
Swahili,Finnish,3
Swahili,Standard Indonesian,4
Swahili,Danish,5
Swahili,Japanese,6
Swahili,Norwegian,7
Swahili,Vietnamese,8
Swahili,Swedish,9
Swahili,Burmese,10
Swati,Tsonga,1
Swati,Diriku-Shambyu,2
Swati,Kwangali,3
Swati,Kipsigis,4
Swati,Gaam,5
Swati,Turkana,6
Swati,Galician,7
Swati,Ndau,8
Swati,Karamojong,9
Swati,Papiamento,10
Swedish,Danish,1
Swedish,German,2
Swedish,Polish,3
Swedish,Finnish,4
Swedish,Hungarian,5
Swedish,Afrikaans,6
Swedish,Norwegian,7
Swedish,French,8
Swedish,Dutch,9
Swedish,Russian,10
Tagalog,Cebuano,1
Tagalog,Maguindanao,2
Tagalog,Pangasinan,3
Tagalog,Masbatenyo,4
Tagalog,Waray,5
Tagalog,Standard Indonesian,6
Tagalog,Maranao,7
Tagalog,Iloko,8
Tagalog,Chamorro,9
Tagalog,Coastal-Naga Bikol,10
Tahitian,Samoan,1
Tahitian,Tuvalu,2
Tahitian,Chuukese,3
Tahitian,Hawaiian,4
Tahitian,Pohnpeian,5
Tahitian,Kapingamarangi,6
Tahitian,Tokelau,7
Tahitian,Tonga,8
Tahitian,Chamorro,9
Tahitian,Maori,10
Tai Dón,Hmong Njua,1
Tai Dón,Nung,2
Tai Dón,Mon,3
Tai Dón,Rade,4
Tai Dón,Tai Nüa,5
Tai Dón,Jehai,6
Tai Dón,Semai,7
Tai Dón,Besisi,8
Tai Dón,Southern Jinghpaw,9
Tai Dón,Lao,10
Tai Nüa,Lisu,1
Tai Nüa,Nung,2
Tai Nüa,Rade,3
Tai Nüa,Paiwan,4
Tai Nüa,Bantawa,5
Tai Nüa,Mon,6
Tai Nüa,Limbu,7
Tai Nüa,Tetum,8
Tai Nüa,Balinese,9
Tai Nüa,Rabha,10
Takuu,Rennell-Bellona,1
Takuu,Tikopia,2
Takuu,Kapingamarangi,3
Takuu,Fijian,4
Takuu,Chuukese,5
Takuu,Tokelau,6
Takuu,Puluwatese,7
Takuu,To'abaita,8
Takuu,Carolinian,9
Takuu,Cheke Holo,10
Talinga-Bwisi,Gwere,1
Talinga-Bwisi,Gungu,2
Talinga-Bwisi,Nyole,3
Talinga-Bwisi,Shilluk,4
Talinga-Bwisi,Chung,5
Talinga-Bwisi,Ncane-Mungong,6
Talinga-Bwisi,Igbo,7
Talinga-Bwisi,Bafanji,8
Talinga-Bwisi,Bassa,9
Talinga-Bwisi,Kamba,10
Talise,Misima-Paneati,1
Talise,Grass Koiari,2
Talise,Sinaugoro,3
Talise,Paama,4
Talise,Lenakel,5
Talise,Mali,6
Talise,Cheke Holo,7
Talise,Äiwoo,8
Talise,To'abaita,9
Talise,Rongga,10
Tamambo,Classical Syriac,1
Tamambo,Modern Hebrew,2
Tamambo,Ancient Hebrew,3
Tamambo,Geez,4
Tamambo,Neo-Mandaic,5
Tamambo,Latin,6
Tamambo,Old English,7
Tamambo,Modern Greek,8
Tamambo,Standard Arabic,9
Tamambo,Dzongkha,10
Tamil,Kannada,1
Tamil,Telugu,2
Tamil,Malayalam,3
Tamil,Sinhala,4
Tamil,Sanskrit,5
Tamil,Bengali,6
Tamil,Marathi,7
Tamil,Tulu,8
Tamil,Hindi,9
Tamil,Pali,10
Tampulma,Gikyode,1
Tampulma,Tumulung Sisaala,2
Tampulma,Buli,3
Tampulma,Anufo,4
Tampulma,Mandinka,5
Tampulma,Gbari,6
Tampulma,Mbay,7
Tampulma,Central Dagaare,8
Tampulma,Dagbani,9
Tampulma,Sinaugoro,10
Tanacross,Ahtena,1
Tanacross,Central Siberian Yupik,2
Tanacross,Dena'ina,3
Tanacross,Aleut,4
Tanacross,Northwest Sahaptin,5
Tanacross,Kwak'wala,6
Tanacross,North Alaskan Inupiatun,7
Tanacross,Western Canadian Inuktitut,8
Tanacross,Squamish,9
Tanacross,Comanche,10
Tangale,Mwaghavul,1
Tangale,Izon,2
Tangale,Gaam,3
Tangale,Mungaka,4
Tangale,Tee,5
Tangale,Abua,6
Tangale,Lega-Shabunda,7
Tangale,Liberia Kpelle,8
Tangale,Kxoe,9
Tangale,Igbo,10
Tangga,Nakanai,1
Tangga,Terei,2
Tangga,Toaripi,3
Tangga,Fijian,4
Tangga,Mailu,5
Tangga,Raluana,6
Tangga,Nancowry,7
Tangga,Roviana,8
Tangga,Kwoma,9
Tangga,'Are'are,10
Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Cherokee,1
Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Ho-Chunk,2
Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Tuvinian,3
Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Ute-Southern Paiute,4
Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Rendille,5
Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Pedi,6
Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Wolof,7
Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Turkmen,8
Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Gade,9
Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Khwarezmian,10
Tausug,Mapun,1
Tausug,Yakan,2
Tausug,Masbatenyo,3
Tausug,Maguindanao,4
Tausug,Cebuano,5
Tausug,Romblomanon,6
Tausug,Tboli,7
Tausug,Pangasinan,8
Tausug,Yogad,9
Tausug,Iloko,10
Tboli,Yakan,1
Tboli,Central Bontoc,2
Tboli,Mag-Anchi Ayta,3
Tboli,Mansaka,4
Tboli,Western Bukidnon Manobo,5
Tboli,Casiguran-Nagtipunan Agta,6
Tboli,Agusan Manobo,7
Tboli,Mapun,8
Tboli,Batad Ifugao,9
Tboli,Paiwan,10
Teanu,Wersing,1
Teanu,Dakaka,2
Teanu,Kalamang,3
Teanu,Savosavo,4
Teanu,Kwamera,5
Teanu,Teop,6
Teanu,Lenakel,7
Teanu,Mele-Fila,8
Teanu,Tangga,9
Teanu,Kapingamarangi,10
Tee,Izon,1
Tee,Igbo,2
Tee,Esan,3
Tee,Ibibio,4
Tee,Gbari,5
Tee,Abua,6
Tee,Central Dagaare,7
Tee,Tangale,8
Tee,Urhobo,9
Tee,Bini,10
Telefol,Selepet,1
Telefol,Enga,2
Telefol,West Kewa,3
Telefol,Yagaria,4
Telefol,Angguruk Yali,5
Telefol,Kyaka,6
Telefol,Nakanai,7
Telefol,Terei,8
Telefol,Kalam,9
Telefol,Wampar,10
Telugu,Malayalam,1
Telugu,Kannada,2
Telugu,Tamil,3
Telugu,Hindi,4
Telugu,Sinhala,5
Telugu,Sanskrit,6
Telugu,Bengali,7
Telugu,Marathi,8
Telugu,Tulu,9
Telugu,Maithili,10
Temiar,Semai,1
Temiar,Chang Naga,2
Temiar,Lokono,3
Temiar,Western Bukidnon Manobo,4
Temiar,Agusan Manobo,5
Temiar,Fore,6
Temiar,Igbo,7
Temiar,Paiwan,8
Temiar,Tetum,9
Temiar,Wersing,10
Teop,Mele-Fila,1
Teop,Lou,2
Teop,Nafsan,3
Teop,Dakaka,4
Teop,Sie,5
Teop,Äiwoo,6
Teop,Lenakel,7
Teop,Cheke Holo,8
Teop,Kalamang,9
Teop,Nakanai,10
Terei,Kómnjo,1
Terei,Nen,2
Terei,Wampar,3
Terei,Nakanai,4
Terei,West Kewa,5
Terei,Sie,6
Terei,Cheke Holo,7
Terei,To'abaita,8
Terei,Telefol,9
Terei,Tangga,10
Tetum,Paiwan,1
Tetum,Western Bukidnon Manobo,2
Tetum,Agusan Manobo,3
Tetum,Guarayu,4
Tetum,Rade,5
Tetum,Yao,6
Tetum,Rabha,7
Tetum,Central Bontoc,8
Tetum,Chepang,9
Tetum,Balinese,10
Thai,Central Khmer,1
Thai,Burmese,2
Thai,Lao,3
Thai,Standard Malay,4
Thai,Standard Indonesian,5
Thai,Vietnamese,6
Thai,Shan,7
Thai,Mon,8
Thai,Mandarin Chinese,9
Thai,Tibetan,10
Thao,Yogad,1
Thao,Lundayeh,2
Thao,Mansaka,3
Thao,Chantyal,4
Thao,Mag-Anchi Ayta,5
Thao,Muna,6
Thao,Baram Kayan,7
Thao,Rongga,8
Thao,Tboli,9
Thao,Arta,10
Thayore,Orokolo,1
Thayore,Djinang,2
Thayore,Martu Wangka,3
Thayore,Fore,4
Thayore,Adnyamathanha,5
Thayore,Kumbainggar,6
Thayore,Yir-Yoront,7
Thayore,Wubuy,8
Thayore,Western Victoria,9
Thayore,Bassa,10
Thompson,Pidgin Chinook Jargon,1
Thompson,Powhatan,2
Thompson,Atakapa,3
Thompson,Unami,4
Thompson,Coast Miwok,5
Thompson,Meskwaki,6
Thompson,Tonkawa,7
Thompson,Kinshasa Lingala,8
Thompson,Sudanese Arabic,9
Thompson,Ndau,10
Tibetan,Kirghiz,1
Tibetan,Central Khmer,2
Tibetan,Northern Uzbek,3
Tibetan,Uighur,4
Tibetan,Filipino,5
Tibetan,Vietnamese,6
Tibetan,Nepali,7
Tibetan,Halh Mongolian,8
Tibetan,Korean,9
Tibetan,Standard Indonesian,10
Tigrinya,Amharic,1
Tigrinya,Ndonga,2
Tigrinya,Somali,3
Tigrinya,Bulgarian,4
Tigrinya,Standard Arabic,5
Tigrinya,North Azerbaijani,6
Tigrinya,West Central Oromo,7
Tigrinya,Aromanian,8
Tigrinya,Kazakh,9
Tigrinya,Waray,10
Tikopia,Takuu,1
Tikopia,Rennell-Bellona,2
Tikopia,Fijian,3
Tikopia,Tokelau,4
Tikopia,Tuamotuan,5
Tikopia,Kwoma,6
Tikopia,To'abaita,7
Tikopia,Sa'a,8
Tikopia,Tangga,9
Tikopia,Samoan,10
Tiri-Mea,Xârâcùù,1
Tiri-Mea,Nengone,2
Tiri-Mea,Dehu,3
Tiri-Mea,Mele-Fila,4
Tiri-Mea,Dakaka,5
Tiri-Mea,Kwamera,6
Tiri-Mea,Sie,7
Tiri-Mea,Aneityum,8
Tiri-Mea,Lou,9
Tiri-Mea,Yapese,10
Tiv,Mungaka,1
Tiv,Buli,2
Tiv,Tumulung Sisaala,3
Tiv,Anufo,4
Tiv,Gade,5
Tiv,Mbay,6
Tiv,Ewe,7
Tiv,West Central Oromo,8
Tiv,Santali,9
Tiv,Nupe-Nupe-Tako,10
Tiwi,Bardi,1
Tiwi,Ngalkbun,2
Tiwi,Kumbainggar,3
Tiwi,Yir-Yoront,4
Tiwi,Kuku-Yalanji,5
Tiwi,Yandruwandha,6
Tiwi,Wik-Mungkan,7
Tiwi,Jingulu,8
Tiwi,Mudburra,9
Tiwi,Grass Koiari,10
To'abaita,Cheke Holo,1
To'abaita,Lenakel,2
To'abaita,Nakanai,3
To'abaita,Äiwoo,4
To'abaita,Talise,5
To'abaita,Sie,6
To'abaita,Sursurunga,7
To'abaita,Paama,8
To'abaita,Nafsan,9
To'abaita,Teop,10
Toaripi,Orokolo,1
Toaripi,Roviana,2
Toaripi,Lau,3
Toaripi,Gela,4
Toaripi,'Are'are,5
Toaripi,Arosi,6
Toaripi,Gedaged,7
Toaripi,Nakanai,8
Toaripi,Rotuman,9
Toaripi,Mailu,10
Tohono O'odham,Havasupai-Walapai-Yavapai,1
Tohono O'odham,Navajo,2
Tohono O'odham,Yaqui,3
Tohono O'odham,Jicarilla Apache,4
Tohono O'odham,Cahuilla,5
Tohono O'odham,Comanche,6
Tohono O'odham,Cherokee,7
Tohono O'odham,Alabama,8
Tohono O'odham,Seneca,9
Tohono O'odham,Western Apache,10
Tok Pisin,Bislama,1
Tok Pisin,Kinshasa Lingala,2
Tok Pisin,Misima-Paneati,3
Tok Pisin,Grass Koiari,4
Tok Pisin,Haitian,5
Tok Pisin,Tokelau,6
Tok Pisin,Larike-Wakasihu,7
Tok Pisin,Sinaugoro,8
Tok Pisin,Talise,9
Tok Pisin,Sango,10
Tokelau,Niuean,1
Tokelau,Tuvalu,2
Tokelau,Southern Cook Island Maori,3
Tokelau,Takuu,4
Tokelau,Samoan,5
Tokelau,Woleaian,6
Tokelau,Marshallese,7
Tokelau,Puluwatese,8
Tokelau,Kapingamarangi,9
Tokelau,Chuukese,10
Tonga,Rotuman,1
Tonga,Samoan,2
Tonga,Tokelau,3
Tonga,Niuean,4
Tonga,Tuvalu,5
Tonga,Tahitian,6
Tonga,Maori,7
Tonga,Chuukese,8
Tonga,Mele-Fila,9
Tonga,Pohnpeian,10
Tonkawa,Shoshoni,1
Tonkawa,Cahuilla,2
Tonkawa,Upper Chehalis,3
Tonkawa,Coast Miwok,4
Tonkawa,Comanche,5
Tonkawa,Atakapa,6
Tonkawa,Koasati,7
Tonkawa,Tunica,8
Tonkawa,Yana,9
Tonkawa,Creek,10
Trinidadian Creole English,Iquito,1
Trinidadian Creole English,Bambara,2
Trinidadian Creole English,Fijian,3
Trinidadian Creole English,Standard Malay,4
Trinidadian Creole English,Maori,5
Trinidadian Creole English,Beng,6
Trinidadian Creole English,Sundanese,7
Trinidadian Creole English,Besisi,8
Trinidadian Creole English,Kalam,9
Trinidadian Creole English,Lokono,10
Tsonga,Swati,1
Tsonga,Kwangali,2
Tsonga,Zigula-Mushungulu,3
Tsonga,Kipsigis,4
Tsonga,East Limba,5
Tsonga,Ndau,6
Tsonga,Karamojong,7
Tsonga,Javanese,8
Tsonga,Bassa,9
Tsonga,Ganda,10
Tswana,Southern Sotho,1
Tswana,Ganda,2
Tswana,Mbukushu,3
Tswana,Zulu,4
Tswana,Xhosa,5
Tswana,Lamba,6
Tswana,Zigula-Mushungulu,7
Tswana,Zande,8
Tswana,Ndau,9
Tswana,Giryama,10
Tuamotuan,Hawaiian,1
Tuamotuan,Maori,2
Tuamotuan,Takuu,3
Tuamotuan,Rennell-Bellona,4
Tuamotuan,Gilbertese,5
Tuamotuan,Tikopia,6
Tuamotuan,Mangareva,7
Tuamotuan,Chuukese,8
Tuamotuan,Tahitian,9
Tuamotuan,Kapingamarangi,10
Tulu,Telugu,1
Tulu,Saurashtra,2
Tulu,Kannada,3
Tulu,Tamil,4
Tulu,Malayalam,5
Tulu,Maithili,6
Tulu,Kashmiri,7
Tulu,Eastern Panjabi,8
Tulu,Mundari,9
Tulu,Hindi,10
Tumulung Sisaala,Gikyode,1
Tumulung Sisaala,Buli,2
Tumulung Sisaala,Tampulma,3
Tumulung Sisaala,Central Dagaare,4
Tumulung Sisaala,Anufo,5
Tumulung Sisaala,Mandinka,6
Tumulung Sisaala,Mbay,7
Tumulung Sisaala,Gbari,8
Tumulung Sisaala,Mungaka,9
Tumulung Sisaala,Nupe-Nupe-Tako,10
Tunica,Comanche,1
Tunica,Creek,2
Tunica,Seneca,3
Tunica,Tonkawa,4
Tunica,Koasati,5
Tunica,Yana,6
Tunica,Coast Miwok,7
Tunica,Northeast Maidu,8
Tunica,Zuni,9
Tunica,Western Victoria,10
Turkana,Kipsigis,1
Turkana,Slovak,2
Turkana,Swati,3
Turkana,Kwangali,4
Turkana,Kinyarwanda,5
Turkana,Kuanyama,6
Turkana,Sicilian,7
Turkana,Tsonga,8
Turkana,Georgian,9
Turkana,Southern Hindko,10
Turkish,Western Farsi,1
Turkish,Egyptian Arabic,2
Turkish,Central Kurdish,3
Turkish,Standard Arabic,4
Turkish,North Azerbaijani,5
Turkish,Eastern Armenian,6
Turkish,Urdu,7
Turkish,Sindhi,8
Turkish,Hindustani,9
Turkish,Portuguese,10
Turkmen,Northern Uzbek,1
Turkmen,Kirghiz,2
Turkmen,Moroccan Arabic,3
Turkmen,Sanaani Arabic,4
Turkmen,Gulf Arabic,5
Turkmen,Pedi,6
Turkmen,Vietnamese,7
Turkmen,Levantine Arabic,8
Turkmen,Nepali,9
Turkmen,Uighur,10
Tuvalu,Tokelau,1
Tuvalu,Pohnpeian,2
Tuvalu,Niuean,3
Tuvalu,Palauan,4
Tuvalu,Chuukese,5
Tuvalu,Tahitian,6
Tuvalu,Mokilese,7
Tuvalu,Marshallese,8
Tuvalu,Carolinian,9
Tuvalu,Kapingamarangi,10
Tuvinian,Gaam,1
Tuvinian,Chadian Arabic,2
Tuvinian,Shekkacho,3
Tuvinian,Central Kurdish,4
Tuvinian,Tangale,5
Tuvinian,Ute-Southern Paiute,6
Tuvinian,Breton,7
Tuvinian,Palula,8
Tuvinian,Western Frisian,9
Tuvinian,Media Lengua,10
Tuwali Ifugao,Ao Naga,1
Tuwali Ifugao,Sundanese,2
Tuwali Ifugao,Kurukh,3
Tuwali Ifugao,Central Bontoc,4
Tuwali Ifugao,Nyanja,5
Tuwali Ifugao,Tboli,6
Tuwali Ifugao,Ho,7
Tuwali Ifugao,Iban,8
Tuwali Ifugao,Rabha,9
Tuwali Ifugao,Batad Ifugao,10
Tweed-Albert,Kumbainggar,1
Tweed-Albert,Western Victoria,2
Tweed-Albert,Wirangu,3
Tweed-Albert,Adnyamathanha,4
Tweed-Albert,Jingulu,5
Tweed-Albert,Yandruwandha,6
Tweed-Albert,Kuku-Yalanji,7
Tweed-Albert,Muruwari,8
Tweed-Albert,Martu Wangka,9
Tweed-Albert,Bardi,10
Tzotzil,Yucatec Maya,1
Tzotzil,K'iche',2
Tzotzil,Mayan,3
Tzotzil,Western Parbate Kham,4
Tzotzil,Yaqui,5
Tzotzil,Kiliwa,6
